Age,Height,Weight,FCVC,NCP,CH2O,FAF,TUE,Gender,family_history_with_overweight,FAVC,CAEC,SMOKE,SCC,CALC,MTRANS,Cluster,Weight_Category
21,1.59,50.0,3,3,3,2.0,0.0,Male,yes,yes,Sometimes,yes,yes,no,Public_Transportation,1,Normal
34,1.68,77.0,3,1,2,1.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Overweight
19,1.59,49.0,2,1,2,2.0,0.0,Male,yes,yes,no,no,no,no,Public_Transportation,1,Underweight
19,1.69,70.0,2,1,2,2.0,0.0,Male,yes,yes,no,no,no,no,Public_Transportation,1,Overweight
21,1.66,59.0,1,3,2,3.0,0.0,Male,yes,yes,Sometimes,no,yes,no,Public_Transportation,1,Normal
19,1.64,53.0,3,3,1,1.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
20,1.62,53.0,3,1,3,1.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
19,1.7,64.0,3,3,3,3.0,1.0,Male,yes,yes,no,no,yes,no,Public_Transportation,2,Normal
17,1.63,65.0,2,1,3,1.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
22,1.6,66.0,3,3,2,3.0,0.0,Male,yes,yes,Sometimes,no,no,no,Bike,2,Normal
20,1.63,64.0,1,3,2,0.0,2.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
33,1.85,99.0,2,3,3,1.0,0.0,Male,yes,yes,Sometimes,yes,no,Sometimes,Public_Transportation,0,Obese
21,1.54,49.0,2,1,2,2.0,0.0,Male,yes,yes,Sometimes,no,yes,Sometimes,Public_Transportation,1,Underweight
20,1.64,49.0,3,3,2,2.0,1.0,Male,yes,yes,Sometimes,yes,no,Sometimes,Public_Transportation,1,Underweight
20,1.57,60.0,3,3,3,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
20,1.62,52.0,3,3,1,3.0,1.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,1,Normal
21,1.72,72.0,3,3,3,3.0,0.0,Male,yes,yes,Sometimes,no,yes,Sometimes,Public_Transportation,2,Overweight
21,1.76,78.0,3,1,2,3.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,2,Overweight
20,1.65,75.0,3,1,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Overweight
20,1.67,78.0,2,1,3,0.0,0.0,Male,yes,yes,Sometimes,no,no,Frequently,Public_Transportation,1,Overweight
21,1.79,90.0,2,3,2,1.0,0.0,Male,yes,yes,Sometimes,yes,no,Frequently,Public_Transportation,2,Obese
26,1.59,47.0,2,1,2,0.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Underweight
22,1.64,56.0,3,3,2,0.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
19,1.78,81.0,1,3,2,3.0,0.0,Male,yes,yes,Sometimes,no,no,no,Bike,2,Overweight
18,1.75,85.0,2,3,3,1.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
19,1.85,115.0,2,3,3,1.0,2.0,Male,yes,yes,Sometimes,no,yes,no,Public_Transportation,2,Obese
18,1.7,80.0,3,1,1,1.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Overweight
18,1.67,91.0,1,3,1,0.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Obese
21,1.72,75.0,2,3,1,1.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Overweight
28,1.7,73.0,2,3,2,2.0,0.0,Male,yes,yes,Frequently,no,yes,Sometimes,Walking,0,Overweight
18,1.74,70.0,2,3,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
23,1.74,53.0,2,3,1,3.0,2.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,2,Normal
18,1.87,67.0,3,3,3,1.0,1.0,Male,yes,yes,Frequently,no,yes,Sometimes,Public_Transportation,2,Normal
18,1.7,50.0,1,3,1,2.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
39,1.65,50.0,3,4,2,0.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,0,Normal
38,1.7,78.0,3,3,2,0.0,0.0,Male,yes,yes,Frequently,no,no,Frequently,Public_Transportation,0,Overweight
17,1.67,60.0,2,4,2,0.0,2.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
23,1.72,66.0,2,3,2,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,1,Normal
23,1.82,107.0,2,3,3,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Obese
19,1.5,50.0,2,3,1,0.0,2.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
18,1.7,60.0,2,3,2,2.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Normal
25,1.71,71.0,2,3,2,0.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Motorbike,1,Overweight
25,1.61,61.0,2,3,1,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
18,1.5,50.0,3,3,2,0.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
16,1.67,50.0,2,1,3,1.0,0.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,1,Normal
21,1.82,67.0,2,4,3,3.0,2.0,Male,yes,yes,Sometimes,yes,no,Sometimes,Walking,2,Normal
32,1.57,57.0,3,3,2,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Normal
18,1.79,52.0,3,3,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Normal
21,1.75,62.0,3,4,2,0.0,0.0,Male,yes,yes,Frequently,yes,no,Sometimes,Public_Transportation,1,Normal
18,1.7,55.0,2,3,2,0.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
18,1.62,55.0,2,3,1,1.0,1.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,1,Normal
17,1.69,60.0,2,3,3,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,2,Normal
20,1.77,70.0,1,1,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Overweight
21,1.79,105.0,2,3,1,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Obese
21,1.6,61.0,2,3,1,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
18,1.6,58.0,2,3,3,3.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Normal
17,1.56,51.0,3,3,1,0.0,2.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
19,1.88,79.0,2,3,3,3.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
16,1.82,71.0,2,3,2,2.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Overweight
17,1.8,58.0,2,3,2,2.0,1.0,Male,yes,yes,Frequently,no,no,no,Walking,2,Normal
21,1.7,65.0,2,3,1,1.0,1.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,1,Normal
19,1.82,75.0,2,3,2,1.0,0.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,2,Overweight
18,1.86,110.0,2,1,2,1.0,2.0,Male,yes,yes,Sometimes,yes,no,Sometimes,Public_Transportation,2,Obese
16,1.66,58.0,2,1,1,0.0,1.0,Male,yes,yes,Sometimes,no,no,no,Walking,1,Normal
21,1.53,53.0,3,3,2,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
26,1.74,80.0,2,3,2,2.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Overweight
18,1.8,80.0,2,3,1,0.0,1.0,Male,yes,yes,Frequently,no,no,Frequently,Public_Transportation,1,Overweight
23,1.7,75.0,3,3,3,1.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
26,1.7,70.0,2,3,1,0.0,0.0,Male,yes,yes,Sometimes,yes,no,Sometimes,Public_Transportation,1,Overweight
18,1.72,55.0,2,4,2,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Normal
16,1.84,45.0,3,3,3,3.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,2,Underweight
16,1.57,49.0,2,4,2,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Underweight
20,1.8,85.0,2,3,3,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
23,1.75,120.0,2,3,2,2.0,1.0,Male,yes,yes,Sometimes,yes,no,Sometimes,Public_Transportation,2,Obese
24,1.56,60.0,1,3,2,0.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
23,1.59,48.0,2,1,1,0.0,2.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Underweight
20,1.8,75.0,3,4,3,2.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
17,1.79,57.0,2,4,2,2.0,1.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,2,Normal
17,1.72,62.0,2,3,2,3.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Normal
16,1.6,57.0,3,3,1,3.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
17,1.66,56.0,1,3,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
26,1.65,63.0,3,3,1,1.0,0.0,Male,yes,yes,Sometimes,no,no,no,Walking,1,Normal
26,1.7,72.0,2,3,2,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Overweight
38,1.75,75.0,3,3,1,2.0,1.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,0,Overweight
18,1.75,70.0,3,4,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Overweight
25,1.56,45.0,2,3,1,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Underweight
27,1.55,63.0,2,3,1,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
21,1.67,67.0,3,1,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
38,1.75,75.0,3,3,1,3.0,1.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,0,Overweight
23,1.75,56.0,3,3,2,2.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Normal
18,1.8,72.0,2,3,2,3.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
30,1.65,71.0,2,3,1,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Overweight
21,1.55,58.0,2,1,1,1.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
18,1.7,55.3,3,3,2,3.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Normal
23,1.72,76.0,3,4,1,0.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Overweight
19,1.74,74.0,3,1,3,3.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,2,Overweight
19,1.65,82.0,3,3,1,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Overweight
17,1.8,50.0,3,4,1,2.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Normal
17,1.74,56.0,2,3,2,2.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Normal
27,1.85,75.0,2,1,2,1.0,0.0,Male,yes,yes,Sometimes,no,no,no,Walking,0,Overweight
23,1.7,56.0,3,4,3,3.0,0.0,Male,yes,yes,Sometimes,no,yes,no,Public_Transportation,2,Normal
18,1.45,53.0,2,3,2,1.0,2.0,Male,yes,yes,Frequently,no,yes,Frequently,Public_Transportation,1,Normal
19,1.7,50.0,1,4,1,2.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
20,1.7,65.0,2,3,2,0.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
18,1.78,64.4,3,3,2,3.0,2.0,Male,yes,yes,Frequently,no,no,no,Walking,2,Normal
17,1.6,65.0,3,1,2,1.0,2.0,Male,yes,yes,Sometimes,no,yes,Sometimes,Public_Transportation,1,Normal
19,1.53,42.0,2,3,1,2.0,0.0,Male,yes,yes,Sometimes,no,yes,Frequently,Public_Transportation,1,Underweight
21,1.8,72.0,3,3,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Overweight
20,1.6,50.0,2,3,1,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
23,1.74,105.0,3,3,2,1.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Obese
23,1.65,66.0,3,3,2,3.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Normal
18,1.87,67.0,3,3,2,2.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Normal
17,1.7,55.0,3,3,2,3.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Normal
21,1.54,47.0,3,3,1,2.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Underweight
17,1.8,97.0,2,3,3,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,2,Obese
18,1.82,80.0,2,3,2,3.0,2.0,Male,yes,yes,Sometimes,no,no,no,Walking,2,Overweight
20,1.98,67.0,2,3,3,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Normal
17,1.75,70.0,2,3,1,3.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,2,Overweight
26,1.65,60.0,3,4,2,2.0,0.0,Male,yes,yes,Sometimes,no,no,no,Walking,2,Normal
17,1.6,53.0,1,3,1,2.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,1,Normal
24,1.6,51.0,1,3,2,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
17,1.6,59.0,2,3,2,1.0,2.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
27,1.55,62.0,3,1,1,1.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
17,1.9,60.0,3,3,2,3.0,1.0,Male,yes,yes,Sometimes,no,no,no,Walking,2,Normal
17,1.7,56.0,1,3,1,1.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
41,1.75,110.0,2,1,1,1.0,0.0,Male,yes,yes,Sometimes,no,no,Frequently,Public_Transportation,0,Obese
33,1.56,48.0,2,3,2,1.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Underweight
20,1.87,75.0,2,3,1,1.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Overweight
40,1.56,80.0,2,1,2,2.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,0,Overweight
37,1.65,73.0,3,3,2,1.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Overweight
19,1.8,80.0,2,1,2,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
24,1.84,86.0,2,1,2,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
24,1.7,68.0,3,3,2,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Motorbike,1,Normal
33,1.72,83.0,2,1,2,3.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Overweight
40,1.58,63.0,2,3,2,3.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,0,Normal
37,1.68,83.0,2,1,2,0.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,0,Overweight
20,1.58,74.0,3,3,2,3.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Overweight
19,1.8,60.0,2,3,1,1.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
17,1.62,69.0,3,1,2,1.0,2.0,Male,yes,yes,Sometimes,no,yes,Sometimes,Public_Transportation,1,Normal
18,1.62,58.0,3,3,1,0.0,2.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
21,1.54,56.0,2,1,2,0.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
18,1.76,70.0,2,4,2,2.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Overweight
41,1.8,92.0,2,1,3,1.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,0,Obese
36,1.58,60.0,3,3,1,2.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Normal
18,1.76,68.0,2,4,2,1.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Normal
18,1.73,70.0,3,3,1,2.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Overweight
17,1.7,70.0,3,3,2,0.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,1,Overweight
25,1.7,83.0,3,3,3,3.0,0.0,Male,yes,yes,Sometimes,no,yes,no,Motorbike,2,Overweight
21,1.8,75.0,3,3,1,2.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Overweight
29,1.6,56.0,2,3,1,0.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
17,1.7,98.0,2,3,2,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Obese
18,1.6,60.0,3,1,1,0.0,2.0,Male,yes,yes,Sometimes,no,yes,no,Walking,1,Normal
16,1.55,45.0,2,3,2,1.0,1.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,1,Underweight
18,1.59,53.0,1,3,1,1.0,2.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
37,1.5,75.0,2,3,1,0.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Motorbike,0,Overweight
18,1.78,108.0,2,3,3,1.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Obese
16,1.61,65.0,1,1,2,0.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
23,1.71,50.0,2,3,3,0.0,2.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
18,1.7,50.0,2,3,2,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,1,Normal
18,1.76,69.5,3,3,3,2.0,2.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,2,Normal
18,1.7,78.0,1,3,2,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Overweight
17,1.53,55.0,2,3,1,0.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
20,1.54,39.0,1,3,2,3.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Underweight
38,1.55,59.0,3,3,1,2.0,1.0,Male,yes,yes,Sometimes,no,no,Frequently,Public_Transportation,0,Normal
20,1.66,60.0,2,4,3,0.0,0.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,1,Normal
21,1.85,67.0,3,1,1,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
21,1.65,60.0,3,1,1,0.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Motorbike,1,Normal
18,1.65,70.0,2,3,2,0.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Overweight
26,1.83,82.0,2,3,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
27,1.83,99.0,3,1,2,2.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Walking,0,Obese
26,1.66,112.0,3,3,3,0.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,0,Obese
34,1.78,73.0,2,3,2,3.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Overweight
18,1.74,86.0,3,3,2,3.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Overweight
33,1.76,66.5,2,3,2,3.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Normal
19,1.51,59.0,3,3,1,1.0,2.0,Male,yes,yes,Frequently,no,no,Sometimes,Walking,1,Normal
20,1.81,79.0,3,1,2,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Overweight
33,1.55,55.0,3,1,3,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Normal
20,1.83,66.0,2,3,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Normal
20,1.6,65.0,3,3,2,0.0,0.0,Male,yes,yes,Sometimes,no,yes,Sometimes,Public_Transportation,1,Normal
33,1.85,85.0,2,3,2,1.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,0,Overweight
33,1.75,85.0,2,3,2,1.0,0.0,Male,yes,yes,Sometimes,no,yes,Sometimes,Public_Transportation,0,Overweight
33,1.83,113.0,2,1,2,1.0,2.0,Male,yes,yes,Sometimes,no,no,Frequently,Public_Transportation,0,Obese
14,1.71,72.0,3,3,3,2.0,1.0,Male,yes,yes,Sometimes,no,no,no,Walking,2,Overweight
34,1.84,88.0,3,3,1,2.0,0.0,Male,yes,yes,Sometimes,no,yes,no,Public_Transportation,0,Overweight
18,1.77,87.0,3,3,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,Frequently,Public_Transportation,2,Overweight
18,1.7,90.0,3,3,2,2.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Obese
29,1.62,89.0,1,3,1,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Overweight
18,1.85,60.0,3,4,2,2.0,0.0,Male,yes,yes,Sometimes,no,yes,Sometimes,Public_Transportation,2,Normal
18,1.84,60.0,3,4,2,2.0,0.0,Male,yes,yes,Sometimes,no,yes,Sometimes,Public_Transportation,2,Normal
19,1.75,58.0,2,3,2,2.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Bike,2,Normal
33,1.85,93.0,2,3,1,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,0,Obese
33,1.74,76.0,2,3,1,0.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,0,Overweight
19,1.61,53.8,2,3,2,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
22,1.75,70.0,2,3,3,1.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Overweight
20,1.67,60.0,3,3,2,3.0,0.0,Male,yes,yes,no,no,no,Sometimes,Public_Transportation,2,Normal
23,1.7,69.0,3,1,1,2.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
26,1.9,80.0,2,3,1,1.0,0.0,Male,yes,yes,Frequently,no,yes,Sometimes,Public_Transportation,0,Overweight
18,1.65,85.0,2,3,1,1.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Overweight
18,1.6,55.0,2,4,2,2.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
19,1.8,70.0,3,3,1,2.0,0.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,2,Overweight
18,1.64,59.0,2,3,1,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
19,1.89,87.0,2,4,2,3.0,1.0,Male,yes,yes,Frequently,no,no,Frequently,Public_Transportation,2,Overweight
19,1.76,80.0,2,1,3,3.0,1.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,2,Overweight
18,1.56,55.0,2,3,1,0.0,0.0,Male,yes,yes,Sometimes,no,no,Frequently,Public_Transportation,1,Normal
18,1.6,56.0,2,1,2,1.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,1,Normal
19,1.67,64.0,3,3,2,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Normal
19,1.6,60.0,2,3,2,0.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,1,Normal
18,1.55,56.0,2,3,1,0.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
18,1.55,50.0,3,3,1,1.0,2.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,1,Normal
26,1.72,65.0,2,3,2,0.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Walking,1,Normal
18,1.72,53.0,2,3,2,0.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
19,1.7,60.0,2,1,2,2.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
19,1.51,45.0,2,4,1,3.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Underweight
19,1.83,82.0,3,3,2,2.0,0.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Overweight
19,1.8,87.0,2,4,2,2.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
24,1.6,100.5,3,1,1,0.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,0,Obese
18,1.63,63.0,1,3,2,2.0,2.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
19,1.71,71.0,3,3,2,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,2,Overweight
19,1.7,65.0,2,3,2,1.0,0.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,1,Normal
23,1.75,69.0,3,3,2,2.0,1.0,Male,yes,yes,no,no,no,Sometimes,Public_Transportation,2,Normal
18,1.62,50.0,3,3,1,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
20,1.68,68.0,3,1,1,1.0,0.0,Male,yes,yes,Sometimes,no,no,no,Public_Transportation,1,Normal
18,1.85,66.0,2,3,1,1.0,1.0,Male,yes,yes,Frequently,no,no,Sometimes,Public_Transportation,2,Normal
33,1.59,60.0,3,1,2,0.0,0.0,Male,yes,yes,Frequently,no,no,no,Public_Transportation,0,Normal
19,1.5,45.0,2,3,1,0.0,0.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Underweight
19,1.69,60.0,2,3,1,1.0,1.0,Male,yes,yes,Sometimes,no,no,Sometimes,Public_Transportation,1,Normal
19,1.76,79.0,2,3,3,1.0,2.0,Male,yes,yes,Frequently,no,no,Frequently,Public_Transportation,2,Overweight
